id,state,district,urban_rural,income_band,household_size,source_dataset,source_year
808,Karnataka,district_7,rural,10k-25k,7,seed_synthetic,2026
809,Uttar Pradesh,district_8,urban,25k-50k,4,seed_synthetic,2026
810,Bihar,district_9,rural,50k-100k,3,seed_synthetic,2026
811,Karnataka,district_10,rural,100k+,5,seed_synthetic,2026
812,Bihar,district_11,rural,<10k,5,seed_synthetic,2026
813,West Bengal,district_12,rural,10k-25k,3,seed_synthetic,2026
814,Maharashtra,district_13,urban,<10k,7,seed_synthetic,2026
815,West Bengal,district_14,urban,10k-25k,5,seed_synthetic,2026
816,Bihar,district_15,rural,10k-25k,1,seed_synthetic,2026
817,Karnataka,district_16,rural,<10k,3,seed_synthetic,2026
818,Karnataka,district_17,urban,25k-50k,7,seed_synthetic,2026
819,Tamil Nadu,district_18,rural,10k-25k,3,seed_synthetic,2026
820,Bihar,district_19,rural,50k-100k,4,seed_synthetic,2026
821,Karnataka,district_20,rural,<10k,5,seed_synthetic,2026
822,Tamil Nadu,district_21,rural,<10k,5,seed_synthetic,2026
823,Karnataka,district_22,urban,10k-25k,7,seed_synthetic,2026
824,Tamil Nadu,district_23,rural,<10k,2,seed_synthetic,2026
825,Tamil Nadu,district_24,urban,10k-25k,4,seed_synthetic,2026
826,Karnataka,district_25,rural,100k+,4,seed_synthetic,2026
827,West Bengal,district_26,rural,<10k,2,seed_synthetic,2026
828,Bihar,district_27,rural,<10k,5,seed_synthetic,2026
829,Bihar,district_28,urban,25k-50k,1,seed_synthetic,2026
830,Karnataka,district_29,urban,10k-25k,4,seed_synthetic,2026
831,Maharashtra,district_30,rural,25k-50k,3,seed_synthetic,2026
832,Maharashtra,district_31,rural,10k-25k,2,seed_synthetic,2026
833,Uttar Pradesh,district_32,rural,50k-100k,6,seed_synthetic,2026
834,Karnataka,district_33,rural,<10k,2,seed_synthetic,2026
835,Bihar,district_34,rural,10k-25k,2,seed_synthetic,2026
836,West Bengal,district_35,rural,25k-50k,6,seed_synthetic,2026
837,West Bengal,district_36,urban,50k-100k,7,seed_synthetic,2026
838,Maharashtra,district_37,rural,10k-25k,1,seed_synthetic,2026
839,Karnataka,district_38,rural,25k-50k,2,seed_synthetic,2026
840,Bihar,district_39,rural,<10k,5,seed_synthetic,2026
841,Maharashtra,district_40,urban,<10k,6,seed_synthetic,2026
842,Tamil Nadu,district_41,rural,<10k,7,seed_synthetic,2026
843,Bihar,district_42,rural,25k-50k,4,seed_synthetic,2026
844,Karnataka,district_43,rural,10k-25k,1,seed_synthetic,2026
845,Karnataka,district_44,rural,25k-50k,7,seed_synthetic,2026
846,Karnataka,district_45,rural,<10k,2,seed_synthetic,2026
847,Karnataka,district_46,rural,50k-100k,1,seed_synthetic,2026
848,Karnataka,district_47,rural,50k-100k,5,seed_synthetic,2026
849,West Bengal,district_48,rural,<10k,5,seed_synthetic,2026
850,Tamil Nadu,district_49,urban,<10k,1,seed_synthetic,2026
851,Bihar,district_0,rural,<10k,2,seed_synthetic,2026
852,West Bengal,district_1,rural,50k-100k,5,seed_synthetic,2026
853,Bihar,district_2,urban,<10k,2,seed_synthetic,2026
854,Maharashtra,district_3,urban,10k-25k,5,seed_synthetic,2026
855,Maharashtra,district_4,rural,10k-25k,3,seed_synthetic,2026
856,Bihar,district_5,urban,25k-50k,5,seed_synthetic,2026
857,Maharashtra,district_6,rural,10k-25k,4,seed_synthetic,2026
858,Karnataka,district_7,rural,10k-25k,3,seed_synthetic,2026
859,West Bengal,district_8,rural,100k+,3,seed_synthetic,2026
860,West Bengal,district_9,urban,<10k,5,seed_synthetic,2026
861,Bihar,district_10,rural,50k-100k,4,seed_synthetic,2026
862,Bihar,district_11,rural,<10k,5,seed_synthetic,2026
863,Karnataka,district_12,rural,10k-25k,5,seed_synthetic,2026
864,West Bengal,district_13,urban,50k-100k,2,seed_synthetic,2026
865,Bihar,district_14,rural,25k-50k,7,seed_synthetic,2026
866,West Bengal,district_15,rural,25k-50k,4,seed_synthetic,2026
867,West Bengal,district_16,urban,10k-25k,6,seed_synthetic,2026
868,Bihar,district_17,urban,10k-25k,7,seed_synthetic,2026
869,Uttar Pradesh,district_18,urban,10k-25k,7,seed_synthetic,2026
870,Karnataka,district_19,urban,10k-25k,5,seed_synthetic,2026
871,Uttar Pradesh,district_20,urban,10k-25k,6,seed_synthetic,2026
872,Maharashtra,district_21,rural,10k-25k,4,seed_synthetic,2026
873,Karnataka,district_22,rural,10k-25k,6,seed_synthetic,2026
874,Karnataka,district_23,rural,10k-25k,3,seed_synthetic,2026
875,West Bengal,district_24,rural,10k-25k,5,seed_synthetic,2026
876,Tamil Nadu,district_25,urban,<10k,1,seed_synthetic,2026
877,Tamil Nadu,district_26,rural,50k-100k,7,seed_synthetic,2026
878,West Bengal,district_27,rural,25k-50k,2,seed_synthetic,2026
879,Tamil Nadu,district_28,rural,<10k,5,seed_synthetic,2026
880,Tamil Nadu,district_29,rural,25k-50k,1,seed_synthetic,2026
881,Karnataka,district_30,rural,50k-100k,2,seed_synthetic,2026
882,Bihar,district_31,urban,<10k,7,seed_synthetic,2026
883,Uttar Pradesh,district_32,rural,<10k,6,seed_synthetic,2026
884,Karnataka,district_33,rural,<10k,2,seed_synthetic,2026
885,West Bengal,district_34,rural,<10k,1,seed_synthetic,2026
886,West Bengal,district_35,urban,25k-50k,6,seed_synthetic,2026
887,Karnataka,district_36,rural,100k+,7,seed_synthetic,2026
888,Maharashtra,district_37,urban,<10k,2,seed_synthetic,2026
889,Karnataka,district_38,rural,25k-50k,5,seed_synthetic,2026
890,Maharashtra,district_39,urban,<10k,2,seed_synthetic,2026
891,Karnataka,district_40,rural,25k-50k,6,seed_synthetic,2026
892,West Bengal,district_41,rural,25k-50k,3,seed_synthetic,2026
893,Tamil Nadu,district_42,urban,10k-25k,1,seed_synthetic,2026
894,Bihar,district_43,urban,<10k,3,seed_synthetic,2026
895,West Bengal,district_44,rural,25k-50k,4,seed_synthetic,2026
896,Tamil Nadu,district_45,urban,100k+,6,seed_synthetic,2026
897,Tamil Nadu,district_46,rural,10k-25k,1,seed_synthetic,2026
898,Karnataka,district_47,rural,<10k,7,seed_synthetic,2026
899,Karnataka,district_48,rural,<10k,5,seed_synthetic,2026
900,Tamil Nadu,district_49,rural,25k-50k,7,seed_synthetic,2026
901,Karnataka,district_0,rural,25k-50k,7,seed_synthetic,2026
902,Karnataka,district_1,urban,25k-50k,2,seed_synthetic,2026
903,Maharashtra,district_2,rural,25k-50k,1,seed_synthetic,2026
904,Bihar,district_3,urban,50k-100k,6,seed_synthetic,2026
905,Uttar Pradesh,district_4,urban,50k-100k,2,seed_synthetic,2026
906,West Bengal,district_5,urban,<10k,2,seed_synthetic,2026
907,Uttar Pradesh,district_6,rural,25k-50k,4,seed_synthetic,2026
908,Maharashtra,district_7,urban,10k-25k,7,seed_synthetic,2026
909,Uttar Pradesh,district_8,rural,10k-25k,6,seed_synthetic,2026
910,Karnataka,district_9,rural,50k-100k,4,seed_synthetic,2026
911,West Bengal,district_10,rural,25k-50k,2,seed_synthetic,2026
912,Maharashtra,district_11,rural,100k+,3,seed_synthetic,2026
913,Uttar Pradesh,district_12,rural,10k-25k,5,seed_synthetic,2026
914,Bihar,district_13,rural,10k-25k,2,seed_synthetic,2026
915,Tamil Nadu,district_14,urban,10k-25k,4,seed_synthetic,2026
916,Uttar Pradesh,district_15,rural,<10k,1,seed_synthetic,2026
917,Tamil Nadu,district_16,rural,<10k,3,seed_synthetic,2026
918,West Bengal,district_17,rural,10k-25k,2,seed_synthetic,2026
919,Maharashtra,district_18,rural,<10k,5,seed_synthetic,2026
920,Tamil Nadu,district_19,rural,50k-100k,7,seed_synthetic,2026
921,Bihar,district_20,rural,<10k,2,seed_synthetic,2026
922,Tamil Nadu,district_21,rural,<10k,6,seed_synthetic,2026
923,Uttar Pradesh,district_22,rural,25k-50k,5,seed_synthetic,2026
924,Karnataka,district_23,rural,<10k,7,seed_synthetic,2026
925,Maharashtra,district_24,rural,50k-100k,7,seed_synthetic,2026
926,Bihar,district_25,rural,25k-50k,1,seed_synthetic,2026
927,Tamil Nadu,district_26,urban,<10k,6,seed_synthetic,2026
928,Maharashtra,district_27,urban,25k-50k,5,seed_synthetic,2026
929,Uttar Pradesh,district_28,rural,25k-50k,1,seed_synthetic,2026
930,Tamil Nadu,district_29,rural,25k-50k,2,seed_synthetic,2026
931,Tamil Nadu,district_30,rural,50k-100k,7,seed_synthetic,2026
932,West Bengal,district_31,rural,25k-50k,4,seed_synthetic,2026
933,Maharashtra,district_32,urban,25k-50k,3,seed_synthetic,2026
934,Tamil Nadu,district_33,urban,10k-25k,3,seed_synthetic,2026
935,Uttar Pradesh,district_34,urban,25k-50k,6,seed_synthetic,2026
936,Bihar,district_35,rural,100k+,2,seed_synthetic,2026
937,Karnataka,district_36,urban,25k-50k,2,seed_synthetic,2026
938,Karnataka,district_37,rural,25k-50k,5,seed_synthetic,2026
939,Uttar Pradesh,district_38,rural,10k-25k,7,seed_synthetic,2026
940,Tamil Nadu,district_39,rural,25k-50k,2,seed_synthetic,2026
941,West Bengal,district_40,urban,100k+,2,seed_synthetic,2026
942,Uttar Pradesh,district_41,urban,<10k,4,seed_synthetic,2026
943,Bihar,district_42,urban,<10k,2,seed_synthetic,2026
944,Uttar Pradesh,district_43,urban,10k-25k,5,seed_synthetic,2026
945,Karnataka,district_44,urban,10k-25k,2,seed_synthetic,2026
946,Karnataka,district_45,rural,25k-50k,1,seed_synthetic,2026
947,Bihar,district_46,rural,<10k,2,seed_synthetic,2026
948,Karnataka,district_47,rural,10k-25k,7,seed_synthetic,2026
949,Bihar,district_48,rural,25k-50k,7,seed_synthetic,2026
950,Maharashtra,district_49,urban,25k-50k,4,seed_synthetic,2026
951,Karnataka,district_0,rural,25k-50k,3,seed_synthetic,2026
952,Maharashtra,district_1,rural,25k-50k,6,seed_synthetic,2026
953,Tamil Nadu,district_2,rural,25k-50k,2,seed_synthetic,2026
954,Uttar Pradesh,district_3,rural,25k-50k,5,seed_synthetic,2026
955,West Bengal,district_4,urban,25k-50k,5,seed_synthetic,2026
956,Tamil Nadu,district_5,urban,10k-25k,5,seed_synthetic,2026
957,Uttar Pradesh,district_6,urban,25k-50k,2,seed_synthetic,2026
958,Tamil Nadu,district_7,rural,<10k,6,seed_synthetic,2026
959,Bihar,district_8,rural,10k-25k,5,seed_synthetic,2026
960,Uttar Pradesh,district_9,rural,10k-25k,7,seed_synthetic,2026
961,Karnataka,district_10,rural,50k-100k,2,seed_synthetic,2026
962,Uttar Pradesh,district_11,rural,25k-50k,5,seed_synthetic,2026
963,Bihar,district_12,urban,<10k,6,seed_synthetic,2026
964,Maharashtra,district_13,urban,25k-50k,2,seed_synthetic,2026
965,Bihar,district_14,rural,<10k,6,seed_synthetic,2026
966,Tamil Nadu,district_15,rural,25k-50k,1,seed_synthetic,2026
967,Tamil Nadu,district_16,rural,50k-100k,6,seed_synthetic,2026
968,Maharashtra,district_17,urban,25k-50k,5,seed_synthetic,2026
969,Bihar,district_18,rural,25k-50k,2,seed_synthetic,2026
970,Karnataka,district_19,urban,10k-25k,1,seed_synthetic,2026
971,Maharashtra,district_20,rural,10k-25k,6,seed_synthetic,2026
972,Uttar Pradesh,district_21,urban,50k-100k,2,seed_synthetic,2026
973,Uttar Pradesh,district_22,urban,25k-50k,4,seed_synthetic,2026
974,Uttar Pradesh,district_23,rural,10k-25k,1,seed_synthetic,2026
975,Karnataka,district_24,rural,10k-25k,7,seed_synthetic,2026
976,Maharashtra,district_25,rural,<10k,4,seed_synthetic,2026
977,Karnataka,district_26,rural,<10k,7,seed_synthetic,2026
978,Tamil Nadu,district_27,rural,<10k,2,seed_synthetic,2026
979,Uttar Pradesh,district_28,rural,10k-25k,2,seed_synthetic,2026
980,Tamil Nadu,district_29,rural,50k-100k,5,seed_synthetic,2026
981,Tamil Nadu,district_30,rural,10k-25k,5,seed_synthetic,2026
982,West Bengal,district_31,urban,<10k,6,seed_synthetic,2026
983,Tamil Nadu,district_32,rural,<10k,7,seed_synthetic,2026
984,Tamil Nadu,district_33,urban,10k-25k,6,seed_synthetic,2026
985,Tamil Nadu,district_34,rural,50k-100k,1,seed_synthetic,2026
986,Tamil Nadu,district_35,urban,10k-25k,3,seed_synthetic,2026
987,Tamil Nadu,district_36,rural,25k-50k,7,seed_synthetic,2026
988,Maharashtra,district_37,rural,50k-100k,4,seed_synthetic,2026
989,Maharashtra,district_38,rural,<10k,7,seed_synthetic,2026
990,West Bengal,district_39,rural,25k-50k,4,seed_synthetic,2026
991,Uttar Pradesh,district_40,urban,100k+,1,seed_synthetic,2026
992,Tamil Nadu,district_41,rural,10k-25k,4,seed_synthetic,2026
993,Maharashtra,district_42,rural,<10k,6,seed_synthetic,2026
994,Uttar Pradesh,district_43,rural,50k-100k,5,seed_synthetic,2026
995,Tamil Nadu,district_44,rural,50k-100k,1,seed_synthetic,2026
996,Tamil Nadu,district_45,rural,10k-25k,2,seed_synthetic,2026
997,Tamil Nadu,district_46,rural,25k-50k,6,seed_synthetic,2026
998,Uttar Pradesh,district_47,rural,<10k,7,seed_synthetic,2026
999,Bihar,district_48,urban,50k-100k,6,seed_synthetic,2026
1000,Tamil Nadu,district_49,rural,10k-25k,1,seed_synthetic,2026
